word,voc_easy
beige,"<div>Beige is a tan color with a reputation for being neutral, if not boring. Khaki pants and coffee with lots of cream might be beige.</div>"
being,"<div>A being is any living creature, from a person to a bug. Being also refers to the state of existing.</div>"
bejewel,<div>To bejewel something is to decorate it with sparkly gems. You could make your plain tote bag more exciting if you bejewel it with shiny sequins and beads.</div>
belabor,"<div>Belabor means to go at something with everything you've got. When you say, ""Don't belabor or agonize over the decision,"" it means, ""Move on.""</div>"
belated,"<div>Something belated comes after the fact. If you are late to deliver a birthday greeting, then make it a ""happy belated birthday"" card.</div>"
belay,"<div>To belay is to secure or hold the end of a climbing rope so that the climber won't fall far if she slips. Your friend might climb a rock wall first, while you belay for her.</div>"
beleaguer,"<div>Beleaguer means to pester or badger with persistence. A babysitter might find annoying the children who beleaguer her with requests for candy, cookies, games, and piggyback rides all at the same time.</div>"
belie,"<div>To belie means to contradict. If you are 93 but look like you are 53, then your young looks belie your age.</div>"
belief,<div>A belief is an idea one accepts as being true or real. Many children have a strong belief that the Tooth Fairy really does exist.</div>
believable,"<div>If something's believable, it's not too outlandish to believe — it makes sense that it's true. A believable explanation for why you're late to work might be a flat tire or a broken alarm clock.</div>"
believe,"<div>If you believe something, you think it’s true. If you are easily duped then you might believe your little sister when she says a thief broke into the house and ate all your candy.</div>"
believer,"<div>A believer is a follower of a particular religion or spiritual practice. Whether you are a Hindu, a Pagan, or a Catholic, you can call yourself a believer.</div>"
belittle,"<div>To belittle means to put down, or to make another person feel as though they aren't important. Saying mean things about another person literally makes them feel ""little.""</div>"
bell,"<div>A bell is a hollow object, usually made of metal, that makes a deep ringing sound when it's hit or shaken. In the old days, the sound of a dinner bell meant that it was time to eat.</div>"
belle,"<div>A belle is a young woman singled out for being more attractive and charming than other women, as in the phrase belle of the ball. Cinderella was the belle of the ball, at least until midnight.</div>"
bellhop,"<div>A bellhop is a person whose job involves carrying people's luggage in a hotel. When you check into a fancy inn, the bellhop will take your suitcase up to your room for you.</div>"
bellicose,"<div>If you walk into a high school where you know no one, find the toughest looking girl in the halls and tell her she's ugly, them's fighting words. Or bellicose ones. Bellicose means eager for war.</div>"
belligerence,"<div>Belligerence is a natural disposition to be hostile or aggressive, or a warlike attitude. The belligerence of Roman gladiators made them excel in battle and instilled fear in their opponents.</div>"
belligerent,"<div>If someone is belligerent, they're eager to fight. It's a good idea to avoid hardcore hockey fans after their team loses — they tend to be belligerent.</div>"
belligerently,"<div>Mean people are not cool. They go around acting belligerently, or being hostile and aggressive to others. No one likes a meanie.</div>"
bellow,"<div>To bellow is to shout in a deep, angry voice. If you constantly bellow at other drivers on the road, consider signing up for anger management classes.</div>"
bellows,"<div>A bellows is a bag-like device with handles that's used to blow air onto a fire to keep the flame burning. If you have a fireplace in your house, you might have a bellows too.</div>"
bellwether,<div>Use the word bellwether to indicate someone or something that takes the lead in a group or movement.</div>
belly,"<div>Your belly is your stomach. If you have a belly ache, you have a pain in your abdomen.</div>"
belly-up,"<div>When a business goes belly-up, it's bankrupt. When you're belly-up, you're out of business.</div>"
belong,"<div>Things that belong to you are your property — in other words, you own them. Your prized rock collection belongs to you.</div>"
belonging,<div>Belonging is a sense of fitting in or feeling like you are an important member of a group. A really close family gives each of its members a strong sense of belonging.</div>
beloved,<div>Your beloved is someone you love. You can also talk about a beloved pet or possession.</div>
below,"<div>Something that's below is underneath. If your kite is flying below your brother's, it means his kite is above, or higher than, yours.</div>"
belt,<div>A belt is an accessory you wear around your waist that helps hold your pants up. Other types of belts can hold tools or weapons.</div>
bemoan,"<div>Some people love to complain, don't they? Complainers also tend to bemoan things, which can be translated to ""Oh no! Why me?""</div>"
bemuse,"<div>To bemuse is to confuse or puzzle. You could bemuse your teacher by writing an essay as a series of haikus, but don’t. Usually a bemused teacher is not a happy one.</div>"
bemused,"<div>If you're bemused, you're muddled or preoccupied. It happens when you're lost in thought, dazed, or overwhelmed (say, on the first day of high school).</div>"
bench,"<div>A bench is a long, flat seat that can usually accommodate several people. A city park bench is a nice place to sit and eat a sandwich.</div>"
benchmark,<div>A benchmark is a standard that other similar items can be compared to — that way everything is measured against a common standard.</div>
bend,"<div>To bend is to curve. You can bend physically, as when you practice yoga, and also figuratively, the way you do when you ""bend over backwards,"" working hard to make something happen, especially on behalf of another person.</div>"
